"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
47,"2","2025-01-27T14:41:48.420003Z",47,"[{""start"":0,""end"":15,""text"":""Arvind Kejriwal"",""labels"":[""PROPN""]},{""start"":19,""end"":25,""text"":""Punjab"",""labels"":[""PROPN""]},{""start"":86,""end"":100,""text"":""| #aap #shorts"",""labels"":[""X""]},{""start"":16,""end"":18,""text"":""ने"",""labels"":[""ADP""]},{""start"":26,""end"":29,""text"":""में"",""labels"":[""ADP""]},{""start"":30,""end"":41,""text"":""Law & Order"",""labels"":[""NOUN""]},{""start"":42,""end"":46,""text"":""में "",""labels"":[""ADP""]},{""start"":46,""end"":49,""text"":""हुए"",""labels"":[""VERB""]},{""start"":50,""end"":61,""text"":""क्रन्तिकारी"",""labels"":[""ADJ""]},{""start"":62,""end"":67,""text"":""बदलाव"",""labels"":[""NOUN""]},{""start"":68,""end"":79,""text"":""के बारे में"",""labels"":[""ADP""]},{""start"":80,""end"":85,""text"":""बताया"",""labels"":[""VERB""]}]",117.605,"Arvind Kejriwal ने Punjab में Law & Order में हुए क्रन्तिकारी बदलाव के बारे में बताया | #aap #shorts","2025-01-27T14:41:48.420028Z"
48,"2","2025-01-27T14:44:37.850990Z",48,"[{""start"":0,""end"":15,""text"":""Hanuman Jayanti"",""labels"":[""PROPN""]},{""start"":18,""end"":30,""text"":""हनुमान जयंती"",""labels"":[""PROPN""]},{""start"":16,""end"":17,""text"":""|"",""labels"":[""X""]},{""start"":31,""end"":33,""text"":""पर"",""labels"":[""ADP""]},{""start"":34,""end"":49,""text"":""Arvind Kejriwal"",""labels"":[""PROPN""]},{""start"":50,""end"":52,""text"":""ने"",""labels"":[""ADP""]},{""start"":53,""end"":57,""text"":""लिया"",""labels"":[""VERB""]},{""start"":58,""end"":69,""text"":""#bajranbali"",""labels"":[""X""]},{""start"":70,""end"":72,""text"":""का"",""labels"":[""ADP""]},{""start"":73,""end"":81,""text"":""आशीर्वाद"",""labels"":[""NOUN""]},{""start"":82,""end"":99,""text"":""| #hanumanjayanti"",""labels"":[""X""]}]",142.846,"Hanuman Jayanti | हनुमान जयंती पर Arvind Kejriwal ने लिया #bajranbali का आशीर्वाद | #hanumanjayanti","2025-01-27T14:44:37.851011Z"
49,"2","2025-01-27T14:46:32.322313Z",49,"[{""start"":0,""end"":10,""text"":""Adani Modi"",""labels"":[""PROPN""]},{""start"":11,""end"":14,""text"":""पर "",""labels"":[""ADP""]},{""start"":14,""end"":17,""text"":""AAP"",""labels"":[""PROPN""]},{""start"":18,""end"":22,""text"":""नेता"",""labels"":[""NOUN""]},{""start"":23,""end"":35,""text"":""Sanjay Singh"",""labels"":[""PROPN""]},{""start"":36,""end"":38,""text"":""ने"",""labels"":[""ADP""]},{""start"":39,""end"":43,""text"":""किया"",""labels"":[""VERB""]},{""start"":44,""end"":47,""text"":""बड़ा"",""labels"":[""ADJ""]},{""start"":55,""end"":58,""text"":""🔥 |"",""labels"":[""X""]},{""start"":48,""end"":54,""text"":""खुलासा"",""labels"":[""NOUN""]},{""start"":59,""end"":62,""text"":""सुन"",""labels"":[""VERB""]},{""start"":63,""end"":65,""text"":""कर"",""labels"":[""PART""]},{""start"":66,""end"":71,""text"":""हैरान"",""labels"":[""ADJ""]},{""start"":72,""end"":80,""text"":""हो जाओगे"",""labels"":[""VERB""]},{""start"":81,""end"":83,""text"":""आप"",""labels"":[""PRON""]}]",109.914,"Adani Modi पर AAP नेता Sanjay Singh ने किया बड़ा खुलासा 🔥 | सुन कर हैरान हो जाओगे आप","2025-01-27T14:46:32.322326Z"
50,"2","2025-01-27T14:49:14.456680Z",50,"[{""start"":0,""end"":6,""text"":""Punjab"",""labels"":[""PROPN""]},{""start"":12,""end"":26,""text"":""CM Di Yogshala"",""labels"":[""X""]},{""start"":11,""end"":12,""text"":""'"",""labels"":[""X""]},{""start"":26,""end"":27,""text"":""'"",""labels"":[""X""]},{""start"":87,""end"":90,""text"":""🔥| "",""labels"":[""X""]},{""start"":90,""end"":100,""text"":""AAP Punjab"",""labels"":[""PROPN""]},{""start"":49,""end"":64,""text"":""Arvind Kejriwal"",""labels"":[""PROPN""]},{""start"":7,""end"":10,""text"":""में"",""labels"":[""ADP""]},{""start"":28,""end"":30,""text"":""के"",""labels"":[""ADP""]},{""start"":31,""end"":37,""text"":""Launch"",""labels"":[""NOUN""]},{""start"":38,""end"":40,""text"":""के"",""labels"":[""ADP""]},{""start"":46,""end"":48,""text"":""पर"",""labels"":[""ADP""]},{""start"":41,""end"":45,""text"":""मौके"",""labels"":[""NOUN""]},{""start"":65,""end"":67,""text"":""की"",""labels"":[""ADP""]},{""start"":68,""end"":72,""text"":""Full"",""labels"":[""ADJ""]},{""start"":73,""end"":79,""text"":""Latest"",""labels"":[""ADJ""]},{""start"":80,""end"":86,""text"":""Speech"",""labels"":[""NOUN""]}]",160.69,"Punjab में 'CM Di Yogshala' के Launch के मौके पर Arvind Kejriwal की Full Latest Speech 🔥| AAP Punjab","2025-01-27T14:49:14.456707Z"
51,"2","2025-01-27T14:50:27.174365Z",51,"[{""start"":0,""end"":6,""text"":""Punjab"",""labels"":[""PROPN""]},{""start"":7,""end"":11,""text"":""में "",""labels"":[""ADP""]},{""start"":11,""end"":26,""text"":""Arvind Kejriwal"",""labels"":[""PROPN""]},{""start"":27,""end"":29,""text"":""और"",""labels"":[""CONJ""]},{""start"":30,""end"":46,""text"":""CM Bhagwant Mann"",""labels"":[""PROPN""]},{""start"":47,""end"":49,""text"":""की"",""labels"":[""ADP""]},{""start"":50,""end"":66,""text"":""Press Conference"",""labels"":[""NOUN""]},{""start"":67,""end"":69,""text"":""| "",""labels"":[""X""]},{""start"":69,""end"":91,""text"":""Aam Aadmi Party Punjab"",""labels"":[""PROPN""]}]",68.126,"Punjab में Arvind Kejriwal और CM Bhagwant Mann की Press Conference | Aam Aadmi Party Punjab","2025-01-27T14:50:27.174389Z"
52,"2","2025-01-27T14:52:46.933181Z",52,"[{""start"":0,""end"":15,""text"":""Arvind Kejriwal"",""labels"":[""PROPN""]},{""start"":16,""end"":20,""text"":""and "",""labels"":[""CONJ""]},{""start"":20,""end"":36,""text"":""CM Bhagwant Mann"",""labels"":[""PROPN""]},{""start"":37,""end"":39,""text"":""ने"",""labels"":[""ADP""]},{""start"":40,""end"":46,""text"":""Punjab"",""labels"":[""PROPN""]},{""start"":47,""end"":50,""text"":""में"",""labels"":[""ADP""]},{""start"":60,""end"":74,""text"":""CM Di Yogshala"",""labels"":[""PROPN""]},{""start"":58,""end"":60,""text"":"" '"",""labels"":[""X""]},{""start"":74,""end"":78,""text"":""' | "",""labels"":[""X""]},{""start"":78,""end"":88,""text"":""AAP Punjab"",""labels"":[""PROPN""]},{""start"":51,""end"":58,""text"":""शुरू की"",""labels"":[""VERB""]}]",131.977,"Arvind Kejriwal and CM Bhagwant Mann ने Punjab में शुरू की 'CM Di Yogshala' | AAP Punjab","2025-01-27T14:52:46.933201Z"
53,"2","2025-01-27T14:56:20.099560Z",53,"[{""start"":0,""end"":3,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":7,""end"":15,""text"":""Congress"",""labels"":[""PROPN""]},{""start"":31,""end"":37,""text"":""#Assam"",""labels"":[""X""]},{""start"":50,""end"":64,""text"":""#AamAadmiParty"",""labels"":[""X""]},{""start"":79,""end"":96,""text"":"": #ArvindKejriwal"",""labels"":[""X""]},{""start"":4,""end"":6,""text"":""और"",""labels"":[""CONJ""]},{""start"":16,""end"":18,""text"":""से"",""labels"":[""ADP""]},{""start"":19,""end"":25,""text"":""परेशान"",""labels"":[""ADV""]},{""start"":26,""end"":30,""text"":""होकर"",""labels"":[""VERB""]},{""start"":38,""end"":40,""text"":""के"",""labels"":[""ADP""]},{""start"":41,""end"":46,""text"":""लोगों"",""labels"":[""NOUN""]},{""start"":47,""end"":49,""text"":""ने"",""labels"":[""ADP""]},{""start"":65,""end"":67,""text"":""को"",""labels"":[""ADP""]},{""start"":68,""end"":75,""text"":""न्योता "",""labels"":[""NOUN""]},{""start"":75,""end"":79,""text"":""दिया"",""labels"":[""VERB""]}]",211.155,"BJP और Congress से परेशान होकर #Assam के लोगों ने #AamAadmiParty को न्योता दिया: #ArvindKejriwal","2025-01-27T14:56:20.099580Z"
54,"2","2025-01-27T14:58:26.831820Z",54,"[{""start"":0,""end"":8,""text"":""Assam CM"",""labels"":[""PROPN""]},{""start"":12,""end"":27,""text"":""Arvind Kejriwal"",""labels"":[""PROPN""]},{""start"":9,""end"":11,""text"":""को"",""labels"":[""ADP""]},{""start"":28,""end"":30,""text"":""का"",""labels"":[""ADP""]},{""start"":31,""end"":41,""text"":""Invitation"",""labels"":[""NOUN""]},{""start"":41,""end"":43,""text"":"", "",""labels"":[""X""]},{""start"":43,""end"":49,""text"":""शानदार"",""labels"":[""ADJ""]},{""start"":50,""end"":61,""text"":""Govt School"",""labels"":[""NOUN""]},{""start"":62,""end"":64,""text"":"", "",""labels"":[""X""]},{""start"":64,""end"":73,""text"":""Hospital "",""labels"":[""NOUN""]},{""start"":73,""end"":75,""text"":""और"",""labels"":[""CONJ""]},{""start"":76,""end"":90,""text"":""Mohalla Clinic"",""labels"":[""PROPN""]},{""start"":91,""end"":99,""text"":""दिखाएंगे"",""labels"":[""VERB""]},{""start"":99,""end"":100,""text"":""!\\n"",""labels"":[""X""]}]",113.068,"Assam CM को Arvind Kejriwal का Invitation, शानदार Govt School , Hospital और Mohalla Clinic दिखाएंगे!","2025-01-27T14:58:26.831849Z"
55,"2","2025-01-27T15:00:47.371427Z",55,"[{""start"":0,""end"":7,""text"":""PM Modi"",""labels"":[""PROPN""]},{""start"":14,""end"":17,""text"":""CBI"",""labels"":[""PROPN""]},{""start"":24,""end"":36,""text"":""Sanjay Singh"",""labels"":[""PROPN""]},{""start"":8,""end"":10,""text"":""ने"",""labels"":[""ADP""]},{""start"":11,""end"":13,""text"":""की"",""labels"":[""VERB""]},{""start"":18,""end"":23,""text"":""तारीफ"",""labels"":[""NOUN""]},{""start"":37,""end"":39,""text"":""ने"",""labels"":[""ADP""]},{""start"":40,""end"":51,""text"":""किया EXPOSE"",""labels"":[""VERB""]},{""start"":52,""end"":53,""text"":""|"",""labels"":[""X""]},{""start"":54,""end"":58,""text"":""पूछे"",""labels"":[""VERB""]},{""start"":59,""end"":62,""text"":""कड़े"",""labels"":[""ADJ""]},{""start"":63,""end"":67,""text"":""सवाल"",""labels"":[""NOUN""]},{""start"":68,""end"":69,""text"":""|"",""labels"":[""X""]},{""start"":70,""end"":85,""text"":""Aam Aadmi Party"",""labels"":[""PROPN""]}]",114.643,"PM Modi ने की CBI तारीफ Sanjay Singh ने किया EXPOSE | पूछे कड़े सवाल | Aam Aadmi Party","2025-01-27T15:00:47.371448Z"
56,"2","2025-01-27T15:02:25.429362Z",56,"[{""start"":0,""end"":5,""text"":""Adani"",""labels"":[""PROPN""]},{""start"":9,""end"":25,""text"":""Gujarat BJP Govt"",""labels"":[""PROPN""]},{""start"":6,""end"":8,""text"":""और"",""labels"":[""CONJ""]},{""start"":33,""end"":38,""text"":""जनता "",""labels"":[""NOUN""]},{""start"":38,""end"":40,""text"":""को"",""labels"":[""ADP""]},{""start"":26,""end"":29,""text"":""मिल"",""labels"":[""VERB""]},{""start"":30,""end"":32,""text"":""कर"",""labels"":[""PART""]},{""start"":41,""end"":52,""text"":""लूट रहे हैं"",""labels"":[""VERB""]},{""start"":53,""end"":90,""text"":""#electricity #gujaratbjp #modi #adani"",""labels"":[""X""]}]",95.742,"Adani और Gujarat BJP Govt मिल कर जनता को लूट रहे हैं #electricity #gujaratbjp #modi #adani","2025-01-27T15:02:25.429395Z"
